policy_seed,terrain_seed,ret
2,95,-21.84056025576139
2,96,11.28386060425316
2,97,-26.583351788991312
2,98,-22.21571628501027
2,99,-27.556406055994056
2,100,-32.43956493170493
2,101,-14.081392222401082
2,102,-14.960773484689273
2,103,-14.912715933497307
2,104,-1.8354976211320544
2,105,-4.992428786797886
2,106,25.170162157811415
2,107,27.771415179393806
2,108,-27.013246528529077
2,109,-13.530348754050332
2,110,9.86362781782942
2,111,8.913945987202277
2,112,23.615676222253345
2,113,-15.006421400027637
2,114,-21.74451561102766
2,115,-19.74180463414256
2,116,26.76845835150285
2,117,-124.19518512473948
2,118,-39.18211855174788
2,119,-10.228189229116822
2,120,-29.907557054592488
2,121,19.317596321724324
2,122,-15.399894233547393
2,123,4.39622484556064
2,124,17.94271208378781
2,125,-6.6296858469982825
2,126,11.827133523699382
2,127,18.4563425361216
2,128,0.2695725321650435
2,129,209.5831927892728
2,130,-4.194842226082866
2,131,-40.388216280216376
2,132,20.47302000832702
2,133,-11.789415623180892
2,134,20.571549519513518
2,135,11.619792274738092
2,136,-6.963537627469648
2,137,131.6128734173938
2,138,-5.545807757450288
2,139,26.92505737652501
2,140,23.743282872989937
2,141,24.63535885818625
2,142,-16.774452438087767
2,143,-15.152453657306825
2,144,127.80484736052603
2,145,-17.339896335084774
2,146,2.728690760549556
2,147,30.403790174796256
2,148,31.45119299594639
2,149,17.40444835895541
2,150,11.576560002044918
2,151,-51.269970808132484
2,152,5.120067383174035
2,153,25.941941206161495
2,154,-2.672054873195923
2,155,15.147401076372669
2,156,22.077605694507277
2,157,-11.392539909818787
2,158,-7.588786599359282
2,159,-4.03048665253729
2,160,-21.629152287332808
2,161,10.039385327286999
2,162,11.973664196089686
2,163,-37.25847615973315
2,164,30.472276196637907
2,165,-22.89116865597195
2,166,-43.413965698035824
2,167,-15.703120644636346
2,168,23.303398595839308
2,169,-54.191984439623496
2,170,8.3175517245077
2,171,-44.197279634264554
2,172,-9.412191619773475
2,173,17.40019996374996
2,174,11.139750158587278
2,175,26.83789831136643
2,176,6.117316456460939
2,177,2.7152389690584737
2,178,4.986555538709926
2,179,-38.209587596532174
2,180,-44.80972542621506
2,181,-16.32307567267542
2,182,-5.65909931870515
2,183,35.65054114023842
2,184,26.81182096084117
2,185,0.6437196470669664
2,186,-32.232400483239815
2,187,25.452728224448787
2,188,1.3473151428985757
2,189,-21.559976707550458
2,190,-1.24876592697048
2,191,-2.8838790251081496
2,192,-9.347631612920553
2,193,1.7323670995492682
2,194,-22.189060600740916
2,195,3.409457119035448
2,196,-39.298410619460356
2,197,25.675688620177098
2,198,-22.3642130472842
2,199,16.451044753234246
2,200,38.23626101633741
3,1,-4.393982195966586
3,2,-10.87510749359609
3,3,-21.658796714067094
3,4,-6.148791304575667
3,5,27.300770561394714
3,6,257.409981319753
3,7,12.465956268155935
3,8,25.3052220763731
3,9,200.63829169470495
3,10,7.84713410851468
3,11,28.937873003212047
3,12,36.97920245834314
3,13,-2.244026440635537
3,14,55.2095778985674
3,15,26.283088911163347
3,16,-58.999690604517625
3,17,52.0328796288064
3,18,-72.82310357327036
3,19,-28.92850354966224
